Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,Y030772-0000/00,32.22,69.0,710.0,$8702.63,Male,1.0,21.0,82.0,3.0,Carrier B,$3.07,Supplier 2,Kolkata,,249.0,15.0,$95.81,Pending,3.99,Rail,C,776.87
cosmetics,Y030775-0000/00,36.14,60.0,395.0,$8166.87,Non-binary,1.0,24.0,95.0,8.0,Carrier A,$6.93,,Chennai,,313.0,9.0,$50.82,,1.63,Road,B,578.27
,Y030776-0000/00,63.91,71.0,881.0,$5379.36,Non-binary,59.0,27.0,20.0,5.0,Carrier B,$4.7,Supplier 3,,,984.0,6.0,$53.28,Fail,3.21,Sea,routeB,962.37
skincare,Y030172-0000/00,33.1,38.0,942.0,$1108.31,Unknown,83.0,14.0,15.0,7.0,Carrier B,$5.77,Supplier 5,Bangalore,18.0,693.0,24.0,$94.8,Pass,1.15,Rail,route_B,145.06
cosmetics,Y012209-0000/06,62.68,,166.0,$7994.89,Non-binary,80.0,18.0,29.0,,Carrier A,$1.29,Supplier 1,Mumbai,24.0,365.0,26.0,$24.19,Pending,0.29,Sea,route_A,562.69
cosmetics,Y012209-0000/30,96.42,5.0,176.0,$1686.32,Male,94.0,1.0,13.0,3.0,Carrier B,$3.37,Supplier 5,Bangalore,27.0,,10.0,$20.51,Fail,4.95,Sea,C,367.15
cosmetics,Y012209-0000/43,77.25,98.0,72.0,,Non-binary,29.0,10.0,48.0,1.0,Carrier B,,Supplier 1,Mumbai,16.0,180.0,16.0,$72.67,Fail,2.08,Rail,,682.16
cosmetics,Y030320-0000/00,58.6,81.0,650.0,$1914.49,Non-binary,10.0,7.0,61.0,6.0,Carrier B,$3.68,Supplier 1,Mumbai,27.0,640.0,6.0,$16.01,Fail,0.58,Air,A route,971.26
haircare,Y030224-0000/00,97.48,96.0,199.0,$2224.69,Male,77.0,3.0,9.0,6.0,Carrier C,$2.26,Supplier 2,Mumbai,6.0,968.0,12.0,$47.46,Pass,,Road,c,557.43
haircare,D487001-0000/00,28.3,6.0,364.0,,Male,82.0,11.0,78.0,9.0,,$4.62,Supplier 5,Delhi,21.0,800.0,17.0,$10.15,Pending,2.23,Air,c,326.56
cosmetics,R165400-0000/00,8.96,17.0,,$3219.81,Female,67.0,4.0,75.0,1.0,Carrier C,$8.66,Supplier 3,,,336.0,18.0,$89.45,Pass,3.94,Sea,C,614.94
haircare,R165300-0000/00,90.69,75.0,957.0,$4412.21,Unknown,60.0,1.0,42.0,8.0,Carrier B,$8.46,Supplier 5,Delhi,5.0,628.0,4.0,$64.39,Pending,0.35,Sea,routeA,326.61
skincare,R165200-0000/00,53.01,,382.0,$4041.34,Unknown,11.0,18.0,15.0,4.0,Carrier A,$7.87,Supplier 3,Delhi,3.0,236.0,27.0,$47.38,Pending,1.53,Air,route_C,449.9
cosmetics,R165100-0000/00,,9.0,890.0,$5510.35,Non-binary,52.0,,90.0,2.0,Carrier A,$7.32,Supplier 5,Kolkata,15.0,691.0,13.0,$47.01,Fail,3.71,Sea,C route,219.43
,R165000-0000/00,23.29,61.0,217.0,$4978.65,Female,7.0,20.0,20.0,5.0,Carrier C,$4.03,,Kolkata,7.0,224.0,4.0,$48.33,Pass,4.65,Road,b,133.3
cosmetics,D487005-0000/00,82.69,47.0,267.0,$5449.75,Non-binary,19.0,,29.0,9.0,Carrier B,$7.48,Supplier 4,Bangalore,27.0,677.0,6.0,$37.11,,2.79,Air,C route,675.46
skincare,D487004-0000/00,14.85,10.0,11.0,,Female,4.0,,39.0,5.0,Carrier C,$5.61,Supplier 4,Bangalore,27.0,304.0,6.0,$14.02,Fail,0.76,,route_B,289.09
cosmetics,D487003-0000/00,48.42,13.0,568.0,$8532.1,Female,45.0,12.0,37.0,7.0,Carrier C,$5.84,,Kolkata,,102.0,22.0,$65.55,Pending,1.01,Rail,a,386.18
skincare,D487002-0000/00,64.52,52.0,683.0,$2737.34,Male,3.0,25.0,62.0,7.0,Carrier C,$3.03,Supplier 5,Kolkata,12.0,799.0,19.0,$94.77,Fail,4.1,,C route,250.71
skincare,MPPOC036,54.84,96.0,853.0,$9473.15,Non-binary,28.0,27.0,77.0,9.0,Carrier C,$6.76,Supplier 1,Bangalore,28.0,985.0,12.0,,Fail,,Sea,b,167.21
cosmetics,MPPOC037,24.51,73.0,28.0,$3031.77,Non-binary,3.0,10.0,56.0,4.0,Carrier C,$1.67,Supplier 4,,6.0,706.0,29.0,$61.58,Pending,2.8,,routeC,925.86
cosmetics,MPPOC0361,75.2,94.0,920.0,$3510.0,,2.0,20.0,36.0,9.0,Carrier B,$2.72,Supplier 4,Chennai,3.0,185.0,3.0,$99.21,Pass,0.88,,B route,257.41
haircare,MPPOC0371,17.86,4.0,648.0,$6558.95,Non-binary,3.0,10.0,43.0,4.0,Carrier B,$3.72,Supplier 3,Mumbai,22.0,420.0,16.0,$62.9,Fail,2.54,Air,route_C,592.01
,MPFIR012,46.62,67.0,318.0,$1464.71,Unknown,82.0,19.0,20.0,2.0,Carrier A,$7.67,Supplier 2,Chennai,14.0,772.0,13.0,$43.26,Fail,3.56,Air,C route,103.3
cosmetics,MPFIR003,68.91,38.0,78.0,,Female,79.0,17.0,27.0,9.0,Carrier B,$1.16,Supplier 4,Delhi,15.0,530.0,9.0,$89.7,Fail,1.8,Sea,A,326.52
skincare,MPFIR013,,62.0,633.0,$7831.03,,77.0,7.0,31.0,,Carrier A,$8.78,,Mumbai,9.0,818.0,20.0,$71.43,,3.7,Road,B route,429.68
skincare,MPACI006,4.11,75.0,979.0,$3840.01,Unknown,40.0,22.0,25.0,9.0,Carrier A,$1.34,Supplier 1,Bangalore,11.0,600.0,25.0,,Fail,4.02,,C route,139.68
haircare,MPCOO015,63.71,92.0,191.0,$3543.43,Unknown,69.0,3.0,21.0,6.0,Carrier C,$5.19,Supplier 5,Chennai,,532.0,18.0,$89.87,Pass,4.26,,a,571.01
skincare,MPCOO014,27.28,90.0,,$6877.61,Non-binary,73.0,25.0,63.0,3.0,Carrier C,$1.43,Supplier 5,Chennai,29.0,902.0,7.0,$34.86,Pass,3.27,Air,routeC,801.49
skincare,50038,28.78,10.0,226.0,,Female,88.0,19.0,74.0,,Carrier C,$2.72,Supplier 4,Kolkata,4.0,446.0,7.0,$43.83,,1.19,,B,894.28
haircare,50039,89.6,86.0,,$3825.96,Non-binary,60.0,20.0,54.0,5.0,Carrier B,$9.6,Supplier 5,Delhi,27.0,880.0,29.0,$42.72,Pending,0.01,Sea,route_C,381.12
,52638,6.35,32.0,552.0,$9080.22,Non-binary,11.0,24.0,78.0,2.0,Carrier A,$3.21,Supplier 3,Kolkata,14.0,148.0,21.0,$47.6,Pending,4.64,Air,c,486.21
haircare,2543-F,62.0,99.0,930.0,$4646.88,,,,61.0,3.0,Carrier A,$8.4,,Mumbai,,658.0,22.0,$51.68,,3.77,Air,C,716.4
,4100,63.28,20.0,968.0,$1270.55,Female,11.0,25.0,22.0,2.0,Carrier C,$3.82,Supplier 2,,19.0,841.0,22.0,$49.88,Fail,2.07,Sea,routeA,636.69
skincare,1202130,27.5,,612.0,$2110.5,Male,40.0,13.0,19.0,4.0,Carrier B,$7.81,Supplier 5,Chennai,13.0,229.0,28.0,$54.99,Pending,2.12,Road,B route,935.88
skincare,1550010W,84.22,17.0,190.0,$4267.55,Female,,18.0,93.0,2.0,,,Supplier 1,Bangalore,20.0,611.0,25.0,$41.43,Fail,0.53,Road,B route,357.88
haircare,1605700,28.47,83.0,719.0,$7685.61,Male,56.0,26.0,88.0,2.0,Carrier C,$4.99,Supplier 3,Mumbai,21.0,849.0,2.0,$33.73,Fail,4.34,Sea,a,136.75
skincare,2370010,60.77,60.0,936.0,$7387.93,Non-binary,66.0,5.0,28.0,3.0,Carrier B,$8.85,Supplier 5,Bangalore,19.0,209.0,23.0,$85.21,Fail,4.15,Air,routeA,604.46
skincare,5385017,17.07,28.0,566.0,$1062.04,Male,65.0,7.0,36.0,9.0,Carrier C,,Supplier 2,Kolkata,2.0,824.0,12.0,$83.25,,1.38,Road,routeC,709.52
cosmetics,5385020,29.12,63.0,346.0,,Female,52.0,8.0,97.0,7.0,Carrier A,$6.47,Supplier 3,Chennai,18.0,330.0,8.0,$33.06,Fail,2.57,Sea,a,302.29
cosmetics,5385022,44.88,,819.0,$2791.9,Non-binary,59.0,21.0,43.0,7.0,Carrier C,$9.98,,Delhi,1.0,207.0,,$49.8,Pending,3.42,Road,C,187.52
cosmetics,5385028,93.66,96.0,276.0,$7379.79,Non-binary,38.0,24.0,99.0,4.0,Carrier A,$8.1,Supplier 5,Delhi,22.0,356.0,22.0,$56.14,Fail,4.71,Sea,routeA,168.21
,1300052,36.11,48.0,,$5579.62,Female,17.0,15.0,10.0,4.0,Carrier A,$8.72,Supplier 1,Kolkata,29.0,598.0,13.0,$32.7,Fail,0.94,Air,,202.81
cosmetics,5520110,92.13,29.0,245.0,$3487.61,Female,92.0,12.0,45.0,5.0,,$6.08,Supplier 4,,8.0,358.0,22.0,$61.15,Pending,3.45,Rail,C,
skincare,7630200,64.46,42.0,496.0,$2970.49,Female,65.0,29.0,94.0,9.0,Carrier B,$3.34,Supplier 3,Kolkata,4.0,976.0,5.0,$42.39,Fail,3.37,Rail,B,212.05
,5300440,71.09,71.0,545.0,$9475.83,Unknown,65.0,23.0,,4.0,Carrier B,$4.23,Supplier 4,Delhi,1.0,688.0,21.0,$64.53,Fail,0.42,Rail,,345.35
cosmetics,5600226,68.11,86.0,573.0,$5458.84,Female,9.0,6.0,53.0,3.0,Carrier A,$2.13,Supplier 5,Chennai,27.0,227.0,14.0,$28.81,Pending,3.76,Air,route_A,342.48
haircare,5300025,4.54,62.0,537.0,$7943.56,Non-binary,10.0,29.0,41.0,6.0,Carrier B,$9.7,Supplier 4,Chennai,23.0,620.0,,$86.55,Fail,1.78,Road,B route,653.85
haircare,5300040,69.88,50.0,744.0,$5163.73,Male,32.0,28.0,19.0,4.0,Carrier B,$7.98,,Mumbai,13.0,730.0,14.0,$38.98,Pass,0.15,Rail,b,348.31
cosmetics,5300120,67.54,72.0,622.0,$7610.46,Unknown,21.0,5.0,71.0,4.0,Carrier A,$2.27,Supplier 4,Delhi,,620.0,15.0,$95.89,Pass,3.62,Rail,routeA,444.77
cosmetics,5300125,31.43,72.0,168.0,$1424.76,Unknown,24.0,11.0,4.0,6.0,Carrier A,$8.62,Supplier 5,Mumbai,16.0,354.0,29.0,$41.79,Pass,2.41,Air,routeC,418.31
,5300132,3.5,91.0,459.0,$8153.71,Female,63.0,18.0,,5.0,Carrier A,$9.1,Supplier 3,Delhi,2.0,984.0,15.0,$44.0,Pass,1.81,Air,B,299.42
cosmetics,5300140,63.0,22.0,892.0,$3814.48,Female,75.0,15.0,20.0,1.0,Carrier C,$9.63,Supplier 2,Kolkata,20.0,978.0,20.0,$67.18,,2.57,Road,,177.62
haircare,5314063,34.95,77.0,537.0,$3906.14,Male,39.0,11.0,52.0,8.0,,$7.84,Supplier 3,Chennai,13.0,243.0,14.0,$44.44,Fail,4.18,Rail,b,561.77
haircare,5314125,11.66,58.0,187.0,$8931.66,Male,78.0,27.0,60.0,,Carrier C,$9.53,Supplier 1,Mumbai,28.0,190.0,15.0,$21.71,Pending,0.36,Road,A,781.0
haircare,5315160,14.53,42.0,382.0,$5756.76,Male,87.0,9.0,69.0,2.0,Carrier B,$8.21,Supplier 2,Bangalore,,172.0,15.0,$53.96,Pass,4.78,Air,routeB,351.38
haircare,5343012,98.18,4.0,101.0,$6956.85,Male,52.0,22.0,16.0,9.0,Carrier B,$1.88,Supplier 4,Bangalore,2.0,673.0,26.0,$61.82,Pass,0.7,Air,A,245.79
haircare,5343018,50.56,69.0,25.0,$9783.56,Unknown,99.0,,20.0,2.0,Carrier A,$7.33,Supplier 5,Mumbai,10.0,325.0,22.0,$77.25,Fail,1.59,Sea,routeC,148.52
skincare,5343040,30.74,4.0,870.0,$9047.45,Female,19.0,28.0,58.0,2.0,Carrier A,$1.11,Supplier 3,Chennai,,,17.0,$46.08,Pending,4.71,Road,b,522.79
haircare,5343050,82.72,22.0,630.0,$3550.98,Male,19.0,14.0,94.0,4.0,Carrier A,$6.19,Supplier 3,Mumbai,11.0,324.0,11.0,$33.2,Pass,3.91,Rail,route_A,968.47
haircare,5343312,10.95,36.0,204.0,$6859.57,Non-binary,91.0,16.0,76.0,1.0,Carrier A,$4.2,Supplier 1,Mumbai,4.0,195.0,22.0,$14.92,Pending,4.19,Air,c,757.62
skincare,5343316,1.61,48.0,731.0,$8595.35,Male,92.0,1.0,14.0,6.0,Carrier B,$1.24,Supplier 5,Delhi,9.0,434.0,16.0,$94.87,Pass,0.17,Road,b,504.69
cosmetics,5360123,97.56,78.0,849.0,$8306.5,Male,49.0,18.0,,9.0,Carrier B,$9.98,Supplier 1,Bangalore,29.0,791.0,2.0,$72.56,Pending,0.19,Sea,route_B,663.83
skincare,5385063,37.66,68.0,197.0,$9784.05,Unknown,94.0,7.0,9.0,2.0,Carrier B,$1.81,Supplier 4,Delhi,10.0,204.0,3.0,$26.67,,1.72,Sea,,247.49
cosmetics,5385100,32.32,42.0,84.0,$6194.94,Female,94.0,18.0,90.0,1.0,Carrier A,$7.34,Supplier 1,,,243.0,12.0,,Fail,1.94,Road,c,772.54
cosmetics,5315009,17.72,47.0,778.0,$9543.97,Male,88.0,1.0,25.0,9.0,Carrier A,$4.31,Supplier 2,Delhi,29.0,851.0,16.0,$69.81,Pass,2.22,Rail,routeC,234.84
cosmetics,5343095,4.13,18.0,13.0,$1053.44,Non-binary,26.0,19.0,14.0,6.0,Carrier C,$1.42,Supplier 4,Mumbai,6.0,,23.0,$47.79,Pending,1.22,Air,A,313.56
cosmetics,5600010,8.67,,816.0,$8486.5,Male,90.0,17.0,,5.0,Carrier A,$1.79,Supplier 5,Delhi,29.0,397.0,3.0,$75.13,Fail,3.79,Air,route_C,663.38
cosmetics,5600016,16.85,27.0,475.0,$2264.68,Female,41.0,7.0,19.0,1.0,Carrier A,$8.54,Supplier 1,Delhi,28.0,158.0,21.0,$76.53,Pending,3.89,,routeB,967.02
skincare,5600020,27.93,58.0,710.0,$7004.17,Unknown,74.0,1.0,45.0,2.0,,$4.32,Supplier 4,Kolkata,29.0,307.0,15.0,$23.31,Fail,3.04,Rail,B,156.33
cosmetics,5600025,14.31,42.0,207.0,$6061.67,Male,,8.0,84.0,5.0,Carrier C,,Supplier 3,Bangalore,15.0,113.0,3.0,$84.45,Pass,1.85,Rail,route_B,630.73
haircare,5300063,20.27,47.0,741.0,$1074.04,Male,4.0,25.0,6.0,2.0,Carrier C,$5.62,Supplier 5,Bangalore,3.0,116.0,3.0,$52.39,Pass,1.36,Sea,c,638.91
skincare,5356010,45.54,29.0,,$2576.55,Non-binary,67.0,18.0,55.0,9.0,Carrier B,$3.38,Supplier 5,Delhi,7.0,127.0,14.0,$21.99,Pass,0.13,Road,routeA,299.56
haircare,1525109,91.97,,49.0,$3566.89,Unknown,58.0,12.0,95.0,8.0,Carrier A,$9.51,Supplier 4,Kolkata,4.0,260.0,2.0,$17.06,Fail,1.1,Sea,c,298.88
skincare,1525112,45.98,92.0,602.0,$6417.69,Male,63.0,20.0,75.0,,Carrier B,,Supplier 5,Mumbai,21.0,391.0,14.0,$68.09,Fail,2.63,Rail,A,337.88
skincare,1525118,82.95,85.0,766.0,$9082.45,Non-binary,77.0,15.0,31.0,,Carrier B,$1.63,Supplier 5,Mumbai,3.0,529.0,23.0,$58.54,Pending,1.72,Road,c,898.66
cosmetics,1525206,16.07,78.0,3.0,$1063.82,Male,95.0,7.0,93.0,6.0,Carrier B,$4.01,,Delhi,24.0,420.0,20.0,$19.68,Pass,1.68,,b,287.46
cosmetics,1525218,,89.0,876.0,$7689.28,Female,2.0,27.0,75.0,3.0,Carrier C,$4.99,Supplier 4,Delhi,28.0,802.0,10.0,$53.73,Fail,0.09,Air,B,912.61
cosmetics,1525224,75.44,90.0,771.0,$4147.42,Non-binary,76.0,21.0,89.0,,Carrier B,$9.88,Supplier 5,Mumbai,12.0,419.0,15.0,$49.88,Pending,0.29,Sea,routeA,296.27
skincare,1525318,67.77,73.0,967.0,$7938.05,Unknown,55.0,10.0,62.0,1.0,Carrier A,$6.38,Supplier 5,,14.0,782.0,3.0,$68.39,Fail,4.24,Road,route_A,535.21
skincare,1525718,82.48,42.0,836.0,$3121.18,Female,51.0,24.0,89.0,6.0,Carrier B,$4.37,Supplier 1,Bangalore,8.0,552.0,6.0,$93.37,Pass,1.51,Road,B route,681.08
haircare,1525806,5.46,45.0,281.0,$1330.89,Unknown,56.0,15.0,22.0,4.0,,$7.72,Supplier 4,Delhi,7.0,930.0,24.0,$76.16,Pending,2.87,Sea,C,614.68
cosmetics,1525812,28.3,24.0,98.0,$2536.43,Non-binary,47.0,16.0,98.0,1.0,,$8.83,Supplier 2,Mumbai,12.0,575.0,7.0,$49.55,Fail,2.35,Sea,C route,763.83
cosmetics,1525918,38.31,11.0,537.0,$5451.8,Female,,29.0,79.0,1.0,Carrier C,$8.83,Supplier 1,Delhi,8.0,823.0,24.0,$62.94,Pending,3.87,Road,A route,199.48
haircare,1526312,95.58,9.0,308.0,$7292.47,Unknown,84.0,17.0,91.0,3.0,,$7.73,Supplier 4,,26.0,864.0,4.0,$69.02,Pending,1.0,,route_C,160.67
skincare,1526318,,66.0,213.0,$2649.26,Non-binary,52.0,7.0,68.0,8.0,Carrier B,$4.96,Supplier 3,Mumbai,28.0,880.0,9.0,$56.09,Pending,0.49,Rail,route_A,785.15
skincare,1526406,76.09,25.0,21.0,$8224.76,Female,93.0,6.0,85.0,6.0,Carrier A,$9.3,Supplier 2,Delhi,9.0,216.0,27.0,$64.3,Pass,0.36,Road,routeB,487.93
haircare,1526412,75.69,12.0,861.0,$5412.84,Non-binary,53.0,14.0,76.0,1.0,,$1.12,Supplier 4,Bangalore,14.0,564.0,18.0,$87.33,Pending,0.74,Rail,,431.78
skincare,1526418,92.96,23.0,6.0,$1007.59,Female,53.0,3.0,45.0,8.0,,$2.19,Supplier 2,Bangalore,,330.0,2.0,$57.2,Pass,2.7,Rail,a,649.27
skincare,1526424,69.95,81.0,169.0,$8713.78,Non-binary,62.0,20.0,56.0,,Carrier A,$4.58,,Delhi,25.0,877.0,26.0,$11.39,Fail,0.23,Air,route_A,154.79
skincare,1526518,30.95,9.0,966.0,$9863.78,Non-binary,18.0,19.0,48.0,4.0,,$2.98,Supplier 4,Bangalore,,825.0,20.0,$35.13,Fail,2.45,Air,routeA,962.35
haircare,1524306,22.09,,210.0,$5131.7,Male,31.0,18.0,83.0,8.0,Carrier B,$2.77,Supplier 2,Kolkata,10.0,687.0,,$42.07,Pending,1.19,Road,,880.19
skincare,1524312,51.36,71.0,173.0,$9060.29,Unknown,17.0,19.0,,5.0,Carrier C,$1.84,Supplier 4,Mumbai,19.0,895.0,23.0,$97.7,Pass,1.39,Road,,708.96
haircare,1524324,,68.0,162.0,$4178.2,,93.0,19.0,60.0,9.0,Carrier A,$4.95,Supplier 2,Bangalore,3.0,690.0,10.0,$97.72,Fail,2.42,Sea,a,508.28
haircare,1524424,99.94,25.0,970.0,,Male,31.0,11.0,,6.0,Carrier B,$8.39,Supplier 3,Kolkata,16.0,923.0,28.0,$72.6,Pending,2.49,Road,C route,668.43
cosmetics,1524612,77.95,99.0,364.0,$9073.97,Non-binary,86.0,12.0,3.0,8.0,Carrier B,$9.46,,Bangalore,19.0,323.0,22.0,$20.43,Pending,4.92,Air,a,775.34
haircare,1524624,38.59,56.0,575.0,$4803.37,,88.0,7.0,48.0,1.0,Carrier B,$2.61,,Mumbai,12.0,589.0,,$14.49,Pass,3.71,Air,route_B,353.22
cosmetics,1525306,82.47,30.0,820.0,$8271.67,,44.0,3.0,57.0,6.0,Carrier A,$6.36,Supplier 3,,27.0,869.0,12.0,$28.36,,1.72,Air,A route,450.22
skincare,1525324,58.68,58.0,29.0,$3210.59,Female,62.0,23.0,11.0,6.0,Carrier A,$5.7,Supplier 2,Mumbai,16.0,933.0,21.0,,Pending,3.59,,B,622.87
haircare,1525603,26.91,65.0,860.0,$8452.94,Non-binary,69.0,28.0,41.0,5.0,Carrier A,$8.12,Supplier 2,Mumbai,12.0,156.0,4.0,$15.99,Pass,2.99,Rail,routeA,695.36
cosmetics,1525606,71.88,1.0,810.0,$8696.42,Female,44.0,15.0,51.0,7.0,Carrier A,$7.49,Supplier 5,Bangalore,10.0,570.0,6.0,$65.2,Fail,0.0,Air,routeB,461.75
haircare,1525624,41.13,19.0,880.0,$1692.08,Non-binary,63.0,29.0,17.0,3.0,Carrier A,$5.0,Supplier 2,Kolkata,25.0,304.0,20.0,$70.24,Fail,1.55,Sea,A route,215.72
skincare,1528312,39.29,59.0,609.0,$8684.7,Female,42.0,5.0,35.0,4.0,Carrier B,,Supplier 4,,17.0,209.0,4.0,$41.82,Fail,0.68,Air,b,861.36
haircare,1528318,83.46,2.0,66.0,$4198.85,Non-binary,90.0,,15.0,,Carrier A,$2.25,Supplier 5,Bangalore,12.0,146.0,5.0,,Pending,3.37,Air,B route,953.68
haircare,1528624,17.32,41.0,82.0,$8437.28,Unknown,42.0,21.0,39.0,7.0,Carrier C,$5.15,Supplier 2,Chennai,17.0,821.0,24.0,,Pending,2.8,Air,routeB,596.11
haircare,1000475,87.28,44.0,512.0,$4022.61,Unknown,,18.0,19.0,1.0,Carrier A,$6.83,Supplier 3,Mumbai,,623.0,8.0,$63.28,Fail,0.19,Air,routeA,138.97
skincare,1000685,76.86,66.0,317.0,,Unknown,21.0,23.0,63.0,9.0,Carrier B,$8.99,Supplier 5,Chennai,13.0,989.0,26.0,$57.71,Fail,0.11,Rail,A route,699.51
haircare,1000695,36.55,39.0,492.0,$3565.43,,,11.0,10.0,1.0,Carrier A,$7.67,Supplier 5,Kolkata,,,20.0,$95.55,Pass,0.32,Sea,a,137.59
cosmetics,2150200,41.56,9.0,327.0,$4299.51,Male,78.0,6.0,95.0,1.0,,$1.34,Supplier 4,Bangalore,,945.0,23.0,$16.78,Fail,0.7,Road,C route,584.28
haircare,2160005,14.14,95.0,756.0,$9954.19,Non-binary,63.0,5.0,17.0,,Carrier C,,Supplier 2,Bangalore,,454.0,24.0,$27.21,Fail,2.69,Road,B route,465.01
cosmetics,2160060,91.88,82.0,954.0,$3979.98,,55.0,24.0,57.0,4.0,Carrier B,$1.92,Supplier 3,Mumbai,,654.0,8.0,$75.34,Pending,2.6,Rail,,250.23
,3125180,14.18,80.0,487.0,$7242.2,Male,87.0,2.0,63.0,6.0,Carrier A,$7.6,Supplier 3,Kolkata,13.0,395.0,,$12.08,Pending,3.97,Rail,routeC,259.32
cosmetics,7000110,,7.0,402.0,$1927.48,Non-binary,63.0,18.0,98.0,,Carrier B,$3.26,Supplier 3,Chennai,,455.0,19.0,$74.02,Pending,2.3,Rail,,690.21
skincare,5351130,98.58,55.0,79.0,$7815.5,Male,21.0,8.0,64.0,8.0,Carrier A,$4.31,Supplier 4,Mumbai,15.0,,12.0,$34.78,Fail,0.36,Road,B route,105.55
cosmetics,3600230,87.8,,425.0,$6179.46,,28.0,7.0,22.0,4.0,Carrier C,$4.58,Supplier 5,Kolkata,9.0,733.0,26.0,$57.86,Pass,0.79,Road,route_A,483.97
cosmetics,3334001,57.98,99.0,870.0,$1345.74,Female,49.0,24.0,43.0,,Carrier B,$5.44,Supplier 1,Delhi,27.0,582.0,24.0,$84.66,Fail,3.69,Rail,C route,216.53
skincare,1601020,18.5,25.0,449.0,$6367.02,Female,64.0,10.0,22.0,,Carrier B,$1.3,Supplier 1,,17.0,280.0,23.0,$95.65,Pass,2.94,Rail,C,603.13
haircare,1601060,91.72,46.0,896.0,$6177.65,Unknown,88.0,19.0,54.0,4.0,Carrier C,$3.44,Supplier 5,Kolkata,,457.0,28.0,$12.95,Pass,1.38,Air,C,377.98
cosmetics,1605060,37.19,42.0,998.0,$4476.5,Unknown,55.0,14.0,1.0,6.0,Carrier C,$9.86,Supplier 3,Kolkata,9.0,728.0,12.0,$63.08,Pending,0.53,Sea,B,613.69
skincare,1605100,44.37,39.0,47.0,$8106.54,Male,85.0,,54.0,1.0,Carrier C,$6.94,Supplier 2,Chennai,18.0,888.0,25.0,$78.6,Pending,3.14,Rail,,589.24
skincare,7001020,53.35,49.0,642.0,,,97.0,17.0,75.0,4.0,Carrier B,$4.63,Supplier 1,Chennai,10.0,632.0,26.0,$76.13,Pending,3.21,Sea,A route,354.98
haircare,3132045,5.74,17.0,671.0,$8586.9,Unknown,94.0,9.0,20.0,3.0,,$9.3,Supplier 1,Delhi,,291.0,17.0,$24.95,Pass,1.41,Rail,routeB,380.26
haircare,5396506,60.84,37.0,33.0,$3728.4,Unknown,54.0,1.0,37.0,2.0,Carrier B,,Supplier 5,,6.0,113.0,12.0,$67.2,Pass,0.62,Road,B,757.37
skincare,5396512,9.25,65.0,326.0,$3313.25,Male,79.0,20.0,28.0,3.0,Carrier B,$9.07,Supplier 2,Mumbai,21.0,377.0,3.0,$29.84,Pass,3.14,Rail,route_C,725.77
haircare,5399104,30.96,99.0,664.0,$2174.3,Male,43.0,,81.0,3.0,Carrier B,$8.54,Supplier 1,Mumbai,27.0,145.0,12.0,$12.83,Fail,3.08,Rail,C,963.2
cosmetics,5395518,,29.0,643.0,$1628.14,Non-binary,12.0,21.0,84.0,7.0,,$4.45,Supplier 4,Mumbai,4.0,787.0,1.0,$59.51,Pass,1.49,Sea,,822.53
haircare,2427130,71.86,73.0,524.0,$8232.71,Female,47.0,4.0,73.0,6.0,Carrier A,$7.02,Supplier 3,Bangalore,10.0,143.0,28.0,$93.06,Pass,0.45,Sea,B route,478.49
cosmetics,2428010,54.46,95.0,632.0,$6850.98,Female,,2.0,75.0,2.0,Carrier C,$2.0,Supplier 5,Kolkata,18.0,884.0,4.0,$57.12,Pending,3.18,Sea,C,991.06
haircare,2429620,31.66,71.0,748.0,$7496.37,Female,53.0,27.0,32.0,3.0,Carrier A,$7.55,Supplier 3,Chennai,5.0,120.0,4.0,$42.09,Pending,2.44,Rail,routeA,595.31
haircare,2409601,33.18,80.0,141.0,$4076.11,Unknown,35.0,9.0,62.0,3.0,Carrier C,,Supplier 5,Bangalore,18.0,624.0,24.0,$15.26,Fail,4.89,Sea,route_A,
haircare,2409603,35.88,38.0,401.0,$7557.19,Female,96.0,26.0,75.0,4.0,Carrier A,$2.97,Supplier 3,Chennai,17.0,575.0,15.0,$67.65,Pending,0.34,Air,b,611.03
cosmetics,2409701,16.17,21.0,,$7510.36,Non-binary,69.0,10.0,14.0,8.0,Carrier A,$3.47,Supplier 1,Chennai,,765.0,19.0,$11.27,Pending,0.16,Road,b,
cosmetics,5520100,62.16,,492.0,$8308.2,Female,40.0,8.0,99.0,8.0,Carrier A,$8.42,Supplier 4,Bangalore,16.0,375.0,3.0,$13.15,Fail,4.23,Road,routeC,361.1
haircare,2501050,47.5,8.0,904.0,,Unknown,82.0,24.0,81.0,2.0,Carrier A,$9.12,Supplier 3,Bangalore,,382.0,6.0,$67.9,Fail,4.25,,,930.87
cosmetics,5396418,83.47,,602.0,$4635.26,Female,94.0,25.0,69.0,4.0,Carrier B,$3.14,Supplier 1,Bangalore,8.0,698.0,14.0,$38.11,Pass,1.8,Air,,310.2
haircare,5396424,44.09,5.0,680.0,$1837.9,Male,78.0,12.0,91.0,9.0,Carrier C,$2.56,,Chennai,1.0,411.0,8.0,$57.77,Fail,4.98,Rail,a,951.5
