product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs
skincare,PGA58BTS,89.21,50.0,530.0,2702.66,Female,40.0,29.0,9.0,5.0,Carrier A,5.27,Supplier 1,Kolkata,2.0,515.0,17.0,45.68,Pass,2.53,Rail,Route_A,556.94
cosmetics,SLXD24/SM58-G58,11.2,26.0,870.0,3089.68,Male,43.0,19.0,45.0,4.0,Carrier C,5.28,Supplier 5,Mumbai,27.0,195.0,18.0,51.13,Pass,2.82,Sea,Route_C,516.66
skincare,SV200,56.76,79.0,200.0,6297.34,Unknown,17.0,21.0,67.0,3.0,Carrier A,4.44,Supplier 2,Kolkata,8.0,423.0,2.0,40.18,Pending,0.74,Air,Route_B,539.07
haircare,MXA710W-2FT,55.16,30.0,327.0,7435.52,Male,62.0,16.0,46.0,5.0,Carrier C,5.63,Supplier 4,Delhi,18.0,140.0,10.0,23.76,Pending,4.16,Road,Route_A,111.94
skincare,RPW118,80.09,32.0,54.0,7266.57,Male,35.0,16.0,45.0,1.0,Carrier A,9.41,Supplier 5,Kolkata,5.0,535.0,8.0,48.94,Pass,3.9,Sea,Route_C,568.44
cosmetics,BDLKDUO2,52.99,73.0,575.0,2128.74,Non-binary,52.0,9.0,8.0,4.0,Carrier B,4.66,Supplier 2,Bangalore,2.0,600.0,18.0,56.74,Pending,2.0,Road,Route_B,642.66
cosmetics,BDLKMINIREC,93.65,76.0,647.0,7413.86,Male,43.0,6.0,15.0,9.0,Carrier C,8.1,Supplier 1,Bangalore,2.0,642.0,5.0,25.15,Pass,4.49,Road,Route_A,104.7
cosmetics,BDLKULSDMBREC3G,48.58,86.0,827.0,6404.55,Unknown,72.0,2.0,27.0,4.0,Carrier A,6.01,Supplier 5,Kolkata,13.0,643.0,2.0,88.19,Pass,2.02,Rail,Route_B,210.25
haircare,CINECAMPOCHDEF6K,86.43,2.0,378.0,5280.19,Female,83.0,16.0,48.0,3.0,Carrier B,1.37,Supplier 1,Bangalore,20.0,186.0,14.0,63.04,Pending,4.56,Air,Route_C,881.89
cosmetics,CINECAMPOCHDMFTEVF,31.38,73.0,983.0,7256.24,Male,75.0,13.0,37.0,5.0,Carrier B,8.01,Supplier 3,Mumbai,26.0,584.0,14.0,92.68,Pending,2.11,Sea,Route_C,240.24
cosmetics,CINEURSANEVFP,34.96,57.0,350.0,1177.33,Non-binary,78.0,8.0,95.0,1.0,Carrier B,5.34,Supplier 3,Chennai,29.0,340.0,11.0,59.26,Pass,0.55,Rail,Route_C,823.87
skincare,CINSTUDMFT/H/FD,63.3,20.0,295.0,6279.68,Non-binary,34.0,18.0,58.0,1.0,Carrier C,2.1,Supplier 5,Chennai,17.0,855.0,16.0,66.93,Pending,1.29,Sea,Route_C,688.55
cosmetics,DV/RES/BBPNLMLEKA,94.36,48.0,63.0,4499.97,Unknown,8.0,11.0,24.0,9.0,Carrier C,2.29,Supplier 4,Bangalore,15.0,223.0,7.0,60.54,Pass,3.45,Sea,Route_A,695.05
haircare,HYPERD/ST/DCHP,55.57,83.0,99.0,2543.5,Non-binary,80.0,29.0,33.0,7.0,Carrier C,6.95,Supplier 1,Mumbai,6.0,332.0,16.0,15.48,Fail,4.33,Rail,Route_A,609.69
skincare,HYPERD/ST/DFHP,54.46,41.0,377.0,1098.18,Female,36.0,20.0,39.0,3.0,Carrier B,8.13,Supplier 1,Delhi,22.0,655.0,20.0,38.23,Pass,2.24,Air,Route_C,608.0
skincare,SWATEMTVSTU/PROHD,90.79,95.0,171.0,8268.22,Male,88.0,25.0,9.0,3.0,Carrier C,6.6,Supplier 2,Mumbai,16.0,882.0,18.0,34.58,Fail,4.18,Air,Route_C,455.46
haircare,CINSTUDMFT/H/SC,60.77,34.0,27.0,8452.72,Unknown,52.0,23.0,69.0,9.0,Carrier A,6.8,Supplier 1,Kolkata,28.0,993.0,8.0,27.51,Pending,0.24,Road,Route_C,790.79
cosmetics,HDL-AUDMON1RU12G,90.73,39.0,29.0,7710.61,Non-binary,24.0,28.0,84.0,1.0,Carrier C,2.03,Supplier 5,Chennai,20.0,240.0,3.0,35.88,Pass,2.74,Rail,Route_B,130.73
skincare,BDLKULSDMAREC3G,67.58,63.0,930.0,7512.52,Male,83.0,29.0,25.0,7.0,Carrier B,7.18,Supplier 3,Kolkata,13.0,123.0,9.0,78.45,Pending,3.16,Sea,Route_B,326.57
skincare,SWATEMMINIBPR,73.71,69.0,82.0,7262.81,Unknown,92.0,25.0,16.0,3.0,Carrier C,3.04,Supplier 4,Delhi,14.0,388.0,19.0,60.38,Pass,4.13,Road,Route_A,777.46
skincare,P07542,65.8,60.0,362.0,9648.1,Unknown,27.0,1.0,24.0,4.0,Carrier B,2.11,Supplier 4,Delhi,9.0,716.0,20.0,23.77,Pending,4.84,Rail,Route_C,341.4
haircare,P01216,57.97,68.0,509.0,5537.98,Female,65.0,7.0,2.0,8.0,Carrier A,4.5,Supplier 1,Mumbai,29.0,998.0,13.0,44.24,Pass,4.18,Road,Route_A,433.41
haircare,P04580,51.63,38.0,242.0,4745.84,Female,51.0,13.0,66.0,3.0,Carrier A,6.82,Supplier 4,Delhi,4.0,370.0,17.0,17.28,Pass,1.19,Road,Route_A,288.92
haircare,P05557,65.89,2.0,346.0,5127.22,Unknown,78.0,26.0,76.0,8.0,Carrier A,7.18,Supplier 2,Bangalore,27.0,576.0,2.0,49.44,Pass,2.14,Rail,Route_B,613.85
haircare,P07619,37.1,17.0,892.0,4176.38,Unknown,27.0,18.0,18.0,7.0,Carrier A,9.94,Supplier 4,Delhi,20.0,763.0,19.0,84.52,Pass,2.53,Road,Route_A,240.15
haircare,P04583,92.83,55.0,986.0,3304.41,Male,37.0,17.0,97.0,1.0,Carrier C,7.82,Supplier 4,Mumbai,14.0,469.0,10.0,88.3,Fail,0.35,Road,Route_C,821.41
haircare,P06683,74.95,1.0,898.0,5771.53,Unknown,99.0,5.0,37.0,4.0,Carrier B,3.29,Supplier 1,Kolkata,4.0,124.0,20.0,37.77,Fail,4.01,Rail,Route_B,718.92
skincare,P07527,2.43,27.0,40.0,2591.43,Male,99.0,27.0,42.0,7.0,Carrier B,4.99,Supplier 4,Kolkata,5.0,153.0,6.0,85.67,Pass,0.82,Air,Route_C,597.39
cosmetics,P07530,17.57,21.0,907.0,1685.28,Non-binary,84.0,3.0,71.0,2.0,Carrier B,4.94,Supplier 2,Mumbai,9.0,895.0,8.0,98.13,Pending,0.46,Rail,Route_A,324.93
skincare,P07533,4.96,89.0,939.0,2523.99,Female,45.0,6.0,19.0,7.0,Carrier C,9.81,Supplier 5,Kolkata,23.0,700.0,17.0,72.08,Pending,1.87,Rail,Route_C,210.36
cosmetics,P07541,41.6,85.0,747.0,8622.11,Female,15.0,14.0,53.0,9.0,Carrier C,3.21,Supplier 4,Mumbai,15.0,353.0,1.0,83.52,Fail,2.65,Sea,Route_B,175.2
cosmetics,P07547,12.33,7.0,775.0,2943.74,Non-binary,47.0,25.0,46.0,4.0,Carrier B,2.45,Supplier 2,Mumbai,2.0,809.0,25.0,90.1,Pending,3.09,Sea,Route_A,398.66
haircare,P07552,79.71,5.0,306.0,1721.26,Non-binary,67.0,20.0,45.0,5.0,Carrier C,7.15,Supplier 1,Kolkata,22.0,713.0,13.0,15.38,Pass,0.01,Air,Route_C,776.55
skincare,P07556,3.52,53.0,183.0,7605.88,Unknown,32.0,29.0,53.0,7.0,Carrier C,5.2,Supplier 5,Bangalore,3.0,208.0,29.0,57.55,Pass,1.56,Rail,Route_B,440.48
haircare,P07557,60.73,40.0,944.0,3040.01,Male,6.0,9.0,11.0,2.0,Carrier B,2.38,Supplier 3,Kolkata,9.0,596.0,16.0,61.58,Pending,0.52,Sea,Route_B,757.75
cosmetics,P07559,69.75,15.0,552.0,8647.9,Female,34.0,6.0,5.0,7.0,Carrier B,4.86,Supplier 2,Kolkata,5.0,502.0,1.0,78.23,Fail,2.82,Road,Route_C,937.21
skincare,P07565,13.31,29.0,815.0,6350.61,Unknown,2.0,27.0,45.0,4.0,Carrier B,4.39,Supplier 4,Chennai,8.0,572.0,25.0,65.95,Fail,1.37,Rail,Route_B,917.8
cosmetics,P07586,65.73,40.0,354.0,6624.27,Male,39.0,8.0,90.0,5.0,Carrier A,8.55,Supplier 5,Mumbai,29.0,153.0,18.0,58.81,Pass,1.56,Sea,Route_A,920.24
haircare,P07596,71.91,25.0,314.0,2758.59,Non-binary,96.0,24.0,51.0,8.0,Carrier B,6.18,Supplier 4,Kolkata,2.0,863.0,14.0,65.13,Pending,1.91,Rail,Route_A,319.12
skincare,P08931,79.21,41.0,949.0,4078.88,Unknown,81.0,13.0,62.0,5.0,Carrier B,5.88,Supplier 4,Bangalore,18.0,486.0,12.0,92.73,Pass,4.46,Sea,Route_B,933.72
haircare,P01187,78.57,4.0,881.0,5087.24,Unknown,91.0,24.0,59.0,6.0,Carrier B,5.23,Supplier 4,Kolkata,17.0,546.0,20.0,49.98,Fail,3.58,Road,Route_B,609.39
cosmetics,P02693,50.75,42.0,716.0,5762.22,Unknown,55.0,25.0,22.0,9.0,Carrier C,7.32,Supplier 3,Chennai,12.0,128.0,20.0,87.29,Pending,4.28,Air,Route_C,495.78
haircare,P02895,88.9,94.0,628.0,4247.73,Male,80.0,24.0,55.0,7.0,Carrier A,3.15,Supplier 4,Chennai,12.0,140.0,13.0,42.13,Pending,4.04,Road,Route_C,274.97
cosmetics,P02942,5.4,35.0,730.0,6374.91,Male,61.0,16.0,55.0,5.0,Carrier A,8.94,Supplier 5,Delhi,23.0,400.0,22.0,12.0,Pass,2.19,Rail,Route_B,722.66
skincare,P07755,77.93,72.0,466.0,1628.64,Non-binary,60.0,12.0,5.0,6.0,Carrier B,2.69,Supplier 2,Delhi,10.0,196.0,29.0,14.48,Pending,2.94,Sea,Route_B,960.96
haircare,P09013,51.01,94.0,662.0,5185.31,Unknown,96.0,26.0,14.0,9.0,Carrier B,5.5,Supplier 5,Kolkata,26.0,454.0,6.0,45.8,Pending,0.52,Sea,Route_A,559.28
skincare,P09225,31.15,20.0,213.0,8451.54,Non-binary,25.0,20.0,50.0,9.0,Carrier C,3.01,Supplier 1,Kolkata,7.0,882.0,2.0,68.66,Pending,3.43,Air,Route_B,175.99
haircare,P09226,99.78,17.0,865.0,3340.15,Female,58.0,21.0,73.0,7.0,Carrier A,1.15,Supplier 2,Bangalore,25.0,198.0,2.0,57.39,Fail,2.95,Air,Route_A,503.78
haircare,P07605,18.08,45.0,213.0,7028.78,Non-binary,40.0,10.0,75.0,4.0,Carrier B,6.2,Supplier 1,Delhi,10.0,358.0,27.0,98.92,Pending,0.93,Rail,Route_B,242.37
haircare,P02626,11.99,6.0,256.0,9527.61,Non-binary,57.0,25.0,73.0,4.0,Carrier C,1.58,Supplier 1,Mumbai,20.0,443.0,21.0,72.74,Pending,3.16,Rail,Route_C,741.16
skincare,P01826,87.34,80.0,74.0,8305.54,Female,10.0,2.0,57.0,1.0,Carrier C,4.28,Supplier 2,Delhi,13.0,102.0,21.0,86.09,Fail,2.13,Air,Route_B,936.41
skincare,P01827,91.64,37.0,789.0,7452.47,Non-binary,64.0,7.0,48.0,2.0,Carrier B,2.42,Supplier 1,Mumbai,9.0,583.0,7.0,33.08,Fail,0.91,Sea,Route_A,752.0
skincare,P01959,94.93,6.0,95.0,2523.86,Non-binary,55.0,4.0,6.0,4.0,Carrier C,4.31,Supplier 5,Mumbai,13.0,777.0,23.0,19.72,Fail,3.4,Sea,Route_A,909.86
skincare,P05657,40.69,30.0,418.0,8968.53,Unknown,24.0,6.0,52.0,5.0,Carrier C,3.33,Supplier 3,Mumbai,26.0,492.0,22.0,98.15,Pass,3.49,Air,Route_A,129.26
skincare,P05995,6.86,46.0,382.0,4235.12,Male,4.0,3.0,14.0,8.0,Carrier A,8.58,Supplier 3,Chennai,27.0,810.0,9.0,83.38,Pass,0.21,Air,Route_C,745.11
haircare,P06167,71.58,2.0,915.0,1585.41,Unknown,48.0,16.0,47.0,4.0,Carrier C,7.68,Supplier 2,Chennai,29.0,840.0,3.0,52.86,Pass,1.29,Road,Route_A,266.2
haircare,P09685,48.96,8.0,393.0,5423.29,Non-binary,81.0,29.0,60.0,5.0,Carrier B,3.92,Supplier 3,Delhi,22.0,537.0,3.0,96.36,Fail,3.13,Rail,Route_B,709.8
haircare,P07523,86.77,49.0,731.0,3337.67,Male,44.0,22.0,88.0,9.0,Carrier C,1.71,Supplier 2,Chennai,3.0,957.0,7.0,24.98,Pending,2.17,Air,Route_A,859.67
haircare,P05401,1.14,29.0,143.0,8864.57,Female,1.0,27.0,2.0,5.0,Carrier C,1.36,Supplier 2,Mumbai,25.0,585.0,21.0,24.96,Pending,2.26,Rail,Route_C,673.82
skincare,P05583,99.54,47.0,880.0,8042.97,Non-binary,12.0,21.0,12.0,7.0,Carrier C,5.95,Supplier 2,Bangalore,16.0,776.0,7.0,51.19,Fail,1.68,Road,Route_A,793.97
haircare,P08483,50.98,21.0,774.0,1779.98,Non-binary,24.0,12.0,44.0,6.0,Carrier A,6.84,Supplier 2,Mumbai,25.0,175.0,24.0,35.26,Pass,1.77,Road,Route_B,899.27
haircare,P09187,55.43,27.0,520.0,7712.67,Unknown,90.0,3.0,50.0,2.0,Carrier B,8.31,Supplier 1,Chennai,6.0,287.0,15.0,96.02,Pending,0.95,Rail,Route_B,423.83
skincare,P01697,81.51,98.0,34.0,4213.83,Unknown,55.0,20.0,32.0,9.0,Carrier B,2.86,Supplier 4,Chennai,2.0,366.0,19.0,80.72,Pass,1.81,Road,Route_C,987.28
skincare,P07518,99.28,72.0,941.0,5933.14,Unknown,73.0,3.0,91.0,4.0,Carrier A,9.87,Supplier 4,Mumbai,18.0,762.0,3.0,78.87,Pass,4.7,Sea,Route_B,978.79
cosmetics,P04519,5.81,96.0,480.0,2183.99,Non-binary,75.0,22.0,70.0,9.0,Carrier A,2.56,Supplier 5,Bangalore,28.0,798.0,8.0,30.79,Fail,3.12,Rail,Route_B,679.56
haircare,P03043,20.31,36.0,228.0,3698.57,Non-binary,16.0,28.0,90.0,9.0,Carrier A,9.46,Supplier 2,Chennai,25.0,416.0,4.0,10.11,Fail,0.18,Sea,Route_A,103.88
cosmetics,P00185,67.34,77.0,231.0,9155.87,Non-binary,93.0,22.0,25.0,7.0,Carrier A,9.42,Supplier 4,Delhi,4.0,100.0,17.0,80.79,Pass,4.21,Rail,Route_A,333.25
haircare,P03276,12.05,93.0,40.0,2894.54,Male,9.0,12.0,18.0,2.0,Carrier A,9.24,Supplier 1,Mumbai,15.0,690.0,15.0,63.47,Fail,0.22,Rail,Route_C,216.22
haircare,P07221,21.2,78.0,701.0,1281.22,Non-binary,4.0,20.0,41.0,8.0,Carrier A,5.11,Supplier 2,Delhi,24.0,227.0,23.0,85.33,Pass,1.89,Rail,Route_C,348.05
skincare,P06538,50.39,89.0,113.0,9764.95,Non-binary,69.0,16.0,75.0,6.0,Carrier A,9.57,Supplier 4,Kolkata,1.0,583.0,25.0,65.36,Pass,3.11,Road,Route_B,954.91
cosmetics,P03351,34.25,54.0,188.0,5652.9,Male,66.0,29.0,53.0,9.0,Carrier A,6.13,Supplier 3,Kolkata,2.0,505.0,18.0,64.07,Pass,0.61,Air,Route_A,603.99
cosmetics,P03353,57.99,88.0,467.0,1592.41,Unknown,56.0,8.0,71.0,1.0,Carrier A,4.18,Supplier 5,Mumbai,10.0,846.0,18.0,44.0,Pass,2.42,Sea,Route_A,568.76
skincare,P03354,66.27,37.0,733.0,8538.91,Unknown,29.0,10.0,21.0,4.0,Carrier B,2.03,Supplier 3,Mumbai,14.0,481.0,1.0,77.98,Fail,0.55,Air,Route_B,108.37
skincare,P06335,58.37,60.0,499.0,7886.33,Female,94.0,14.0,83.0,4.0,Carrier A,7.12,Supplier 2,Bangalore,2.0,808.0,7.0,25.57,Pass,2.78,Sea,Route_C,103.03
cosmetics,P07442,48.17,40.0,820.0,4620.84,Unknown,70.0,2.0,82.0,3.0,Carrier B,6.94,Supplier 2,Kolkata,29.0,253.0,26.0,42.09,Fail,2.48,Rail,Route_C,805.57
cosmetics,P07443,98.17,51.0,365.0,1934.07,Male,78.0,29.0,35.0,5.0,Carrier B,7.53,Supplier 5,Kolkata,7.0,859.0,18.0,25.75,Pending,0.64,Rail,Route_C,310.5
haircare,P07493,33.81,92.0,875.0,5603.63,Unknown,31.0,23.0,76.0,3.0,Carrier C,4.16,Supplier 1,Mumbai,14.0,390.0,11.0,15.34,Pass,4.81,Air,Route_B,883.84
cosmetics,P09738,96.64,74.0,71.0,9885.2,Male,53.0,8.0,99.0,2.0,Carrier B,8.25,Supplier 4,Chennai,29.0,887.0,9.0,26.73,Pending,3.0,Sea,Route_B,648.19
haircare,P05081,41.03,77.0,673.0,2612.33,Unknown,96.0,8.0,76.0,8.0,Carrier A,5.86,Supplier 2,Delhi,1.0,814.0,22.0,78.46,Pass,0.25,Road,Route_A,947.97
haircare,P00656,83.84,32.0,132.0,3610.71,Female,8.0,18.0,76.0,7.0,Carrier A,1.23,Supplier 2,Kolkata,12.0,489.0,4.0,22.95,Pending,3.51,Sea,Route_B,157.25
haircare,P04510,74.73,49.0,215.0,9722.81,Male,92.0,2.0,89.0,1.0,Carrier B,2.12,Supplier 1,Delhi,13.0,729.0,2.0,86.7,Pass,5.0,Air,Route_B,504.63
haircare,P04512,11.22,70.0,962.0,1352.6,Non-binary,81.0,3.0,4.0,5.0,Carrier A,1.23,Supplier 2,Mumbai,11.0,204.0,23.0,76.09,Pass,1.62,Road,Route_C,257.79
skincare,P04514,37.51,70.0,891.0,9250.82,Male,73.0,4.0,56.0,7.0,Carrier A,4.42,Supplier 2,Kolkata,15.0,802.0,14.0,66.1,Fail,1.54,Road,Route_C,871.36
cosmetics,P05087,3.69,72.0,555.0,5032.48,Male,41.0,16.0,6.0,8.0,Carrier B,6.26,Supplier 3,Kolkata,13.0,636.0,16.0,61.46,Fail,4.24,Rail,Route_B,400.66
haircare,P06370,9.56,90.0,516.0,4088.57,Non-binary,82.0,13.0,40.0,6.0,Carrier A,2.65,Supplier 5,Bangalore,6.0,568.0,21.0,32.83,Pending,1.71,Sea,Route_C,202.16
haircare,P07349,44.23,53.0,656.0,2665.55,Male,76.0,24.0,85.0,5.0,Carrier C,5.39,Supplier 3,Bangalore,9.0,357.0,10.0,55.12,Pending,3.36,Road,Route_B,262.16
haircare,P07351,33.56,16.0,581.0,1016.19,Male,86.0,26.0,64.0,8.0,Carrier A,1.94,Supplier 2,Mumbai,25.0,367.0,28.0,15.4,Fail,2.4,Road,Route_A,637.33
skincare,P09318,58.63,41.0,59.0,7529.31,Female,17.0,19.0,78.0,5.0,Carrier A,7.29,Supplier 2,Bangalore,23.0,825.0,3.0,51.33,Pending,1.02,Road,Route_A,583.75
skincare,P09320,75.77,98.0,911.0,4883.7,Male,60.0,19.0,37.0,1.0,Carrier A,5.34,Supplier 4,Kolkata,21.0,499.0,2.0,17.8,Pending,4.72,Rail,Route_B,602.32
cosmetics,P09794,34.75,57.0,763.0,2200.52,Non-binary,65.0,5.0,20.0,7.0,Carrier C,6.49,Supplier 4,Kolkata,5.0,421.0,25.0,76.94,Fail,2.85,Road,Route_B,748.56
skincare,P04189,43.8,24.0,362.0,7888.42,Unknown,26.0,17.0,29.0,2.0,Carrier B,8.38,Supplier 2,Bangalore,12.0,656.0,13.0,88.22,Pending,3.01,Air,Route_C,375.4
skincare,P04796,6.82,24.0,410.0,2003.2,Female,34.0,28.0,16.0,6.0,Carrier C,6.51,Supplier 5,Delhi,28.0,178.0,2.0,61.23,Pending,2.37,Road,Route_A,706.29
haircare,P00648,36.79,15.0,412.0,1312.21,Unknown,85.0,6.0,58.0,2.0,Carrier B,5.29,Supplier 4,Kolkata,5.0,764.0,15.0,62.15,Pass,4.46,Road,Route_C,665.91
cosmetics,P00650,41.59,66.0,363.0,9994.06,Female,80.0,19.0,30.0,4.0,Carrier A,3.5,Supplier 4,Chennai,11.0,391.0,19.0,93.76,Pass,3.39,Rail,Route_C,342.72
haircare,P00654,96.55,88.0,229.0,4509.21,Unknown,2.0,28.0,93.0,8.0,Carrier B,8.52,Supplier 4,Bangalore,24.0,556.0,16.0,77.33,Pass,3.02,Air,Route_A,738.44
skincare,P01130,24.2,1.0,101.0,9919.37,Unknown,95.0,17.0,72.0,1.0,Carrier B,5.67,Supplier 4,Bangalore,8.0,611.0,14.0,69.3,Pending,3.9,Sea,Route_A,121.22
cosmetics,P01301,4.35,80.0,769.0,3273.56,Non-binary,81.0,4.0,84.0,3.0,Carrier B,9.99,Supplier 4,Delhi,26.0,639.0,23.0,32.49,Fail,4.52,Road,Route_C,554.64
haircare,P01335,74.61,10.0,485.0,4437.5,Unknown,76.0,13.0,79.0,8.0,Carrier C,7.38,Supplier 5,Kolkata,2.0,396.0,18.0,66.79,Pending,4.19,Road,Route_B,219.17
skincare,P03851,57.0,16.0,195.0,3015.13,Male,3.0,24.0,71.0,7.0,Carrier A,9.44,Supplier 4,Chennai,1.0,517.0,10.0,78.5,Pass,3.75,Rail,Route_B,921.98
skincare,P05985,79.2,60.0,201.0,8739.18,Non-binary,33.0,11.0,50.0,6.0,Carrier A,7.76,Supplier 3,Chennai,26.0,935.0,18.0,86.83,Pending,2.65,Sea,Route_C,511.62
cosmetics,P03999,5.69,61.0,862.0,8064.17,Female,9.0,1.0,90.0,4.0,Carrier C,6.66,Supplier 2,Mumbai,23.0,254.0,25.0,69.48,Pass,2.35,Rail,Route_A,282.09
cosmetics,P05172,72.22,91.0,311.0,2297.33,Male,84.0,11.0,85.0,3.0,Carrier C,3.79,Supplier 4,Bangalore,15.0,758.0,21.0,47.76,Pass,0.44,Rail,Route_A,175.27
haircare,6789,7.96,34.0,624.0,6932.56,Non-binary,42.0,28.0,68.0,9.0,Carrier B,9.6,Supplier 5,Bangalore,7.0,657.0,22.0,66.47,Pending,4.7,Road,Route_B,632.58
cosmetics,063300052,58.81,36.0,749.0,6115.74,Female,12.0,25.0,84.0,4.0,Carrier A,5.79,Supplier 1,Chennai,2.0,557.0,28.0,52.77,Pass,1.4,Road,Route_A,131.16
haircare,063300053,48.21,60.0,856.0,7698.64,Female,77.0,10.0,80.0,8.0,Carrier B,8.93,Supplier 4,Delhi,27.0,347.0,20.0,54.83,Pending,1.02,Sea,Route_B,549.65
skincare,CROVTX,70.0,99.0,639.0,7892.26,Non-binary,30.0,3.0,98.0,5.0,Carrier B,1.64,Supplier 4,Mumbai,2.0,410.0,16.0,86.73,Pass,1.08,Air,Route_B,730.47
haircare,5325002,62.3,30.0,23.0,3086.64,Female,24.0,23.0,17.0,1.0,Carrier C,5.19,Supplier 1,Delhi,13.0,795.0,10.0,76.65,Pass,1.27,Road,Route_C,395.83
cosmetics,5325302,51.17,83.0,100.0,8007.23,Male,65.0,21.0,72.0,6.0,Carrier A,6.36,Supplier 4,Chennai,26.0,524.0,9.0,17.69,Fail,0.82,Road,Route_A,233.21
cosmetics,5300463,74.93,25.0,274.0,3385.47,Male,55.0,26.0,26.0,4.0,Carrier B,1.2,Supplier 1,Delhi,10.0,831.0,3.0,28.29,Fail,1.98,Road,Route_B,340.92
skincare,5343009,62.53,77.0,719.0,1097.03,Female,48.0,1.0,76.0,6.0,Carrier B,3.14,Supplier 3,Mumbai,17.0,439.0,14.0,69.01,Pass,0.84,Air,Route_A,601.47
haircare,5343032,11.36,58.0,286.0,9283.46,Unknown,41.0,25.0,77.0,6.0,Carrier A,8.5,Supplier 4,Mumbai,7.0,266.0,13.0,46.89,Fail,2.93,Sea,Route_A,422.07
cosmetics,5343310,47.1,93.0,26.0,3625.35,Non-binary,79.0,23.0,35.0,9.0,Carrier C,5.4,Supplier 2,Mumbai,8.0,171.0,5.0,60.37,Pass,4.99,Road,Route_C,612.57
skincare,5385040,21.28,51.0,779.0,2516.0,Female,99.0,2.0,63.0,9.0,Carrier B,5.48,Supplier 1,Mumbai,1.0,288.0,10.0,70.74,Fail,2.55,Air,Route_B,987.81
haircare,5430020,31.35,49.0,902.0,8072.38,Male,90.0,7.0,93.0,2.0,Carrier B,6.67,Supplier 1,Delhi,21.0,100.0,14.0,63.77,Pending,4.95,Sea,Route_B,752.82
skincare,5399125,43.55,57.0,832.0,5027.2,Male,1.0,11.0,70.0,4.0,Carrier A,4.24,Supplier 5,Bangalore,1.0,547.0,17.0,84.6,Pending,4.87,Rail,Route_B,119.03
haircare,5399355,85.96,11.0,9.0,6294.28,Female,33.0,24.0,55.0,9.0,Carrier C,1.44,Supplier 4,Delhi,28.0,382.0,15.0,78.2,Fail,0.68,Rail,Route_B,877.0
skincare,5399375,80.12,62.0,165.0,6463.77,Male,31.0,29.0,62.0,7.0,Carrier A,4.19,Supplier 5,Chennai,17.0,450.0,1.0,89.34,Pass,1.61,Rail,Route_A,129.32
skincare,5399385,51.0,17.0,59.0,4477.32,Female,20.0,17.0,75.0,9.0,Carrier B,9.04,Supplier 2,Chennai,19.0,608.0,25.0,51.75,Pending,4.99,Rail,Route_A,623.87
skincare,3210560,59.65,25.0,848.0,1585.94,Male,79.0,18.0,46.0,9.0,Carrier B,5.96,Supplier 2,Bangalore,10.0,840.0,27.0,55.52,Fail,4.42,Road,Route_B,782.65
cosmetics,3210622,97.72,95.0,519.0,9419.19,Unknown,10.0,20.0,62.0,1.0,Carrier C,1.96,Supplier 2,Delhi,8.0,799.0,28.0,90.98,Fail,3.18,Air,Route_B,117.77
haircare,3210628,31.49,43.0,172.0,4297.16,Non-binary,78.0,6.0,92.0,4.0,Carrier B,6.75,Supplier 1,Bangalore,22.0,186.0,23.0,74.31,Pending,3.85,Road,Route_A,664.42
cosmetics,3100020,90.33,20.0,389.0,2272.62,Female,69.0,25.0,74.0,4.0,Carrier A,4.79,Supplier 3,Kolkata,3.0,418.0,3.0,92.37,Pending,2.55,Rail,Route_B,428.57
cosmetics,3120260,66.68,12.0,510.0,4961.46,Non-binary,98.0,8.0,55.0,8.0,Carrier A,3.43,Supplier 5,Mumbai,24.0,668.0,25.0,91.52,Pending,3.8,Road,Route_C,152.37
haircare,3110710,91.83,42.0,821.0,7183.92,Non-binary,87.0,10.0,23.0,7.0,Carrier C,9.29,Supplier 2,Mumbai,12.0,836.0,16.0,93.09,Fail,4.34,Road,Route_C,235.73
haircare,3125170,53.89,9.0,275.0,7355.94,Unknown,8.0,29.0,20.0,6.0,Carrier C,5.83,Supplier 4,Mumbai,6.0,652.0,13.0,19.52,Pass,1.81,Rail,Route_B,569.81
skincare,5717220,22.95,70.0,866.0,8597.19,Female,2.0,13.0,90.0,4.0,Carrier A,8.17,Supplier 2,Kolkata,22.0,828.0,23.0,55.55,Pass,3.1,Sea,Route_B,691.61
skincare,5717308,19.27,35.0,340.0,7295.65,Non-binary,89.0,10.0,82.0,3.0,Carrier B,4.03,Supplier 5,Mumbai,6.0,405.0,8.0,77.2,Fail,0.13,Road,Route_A,855.09
haircare,5717309,83.51,41.0,219.0,3989.5,Female,6.0,19.0,47.0,2.0,Carrier C,3.25,Supplier 4,Bangalore,13.0,638.0,9.0,71.97,Fail,1.95,Rail,Route_A,273.39
haircare,5717409,12.79,44.0,554.0,6749.02,Unknown,52.0,13.0,22.0,8.0,Carrier A,5.05,Supplier 5,Chennai,7.0,136.0,3.0,68.13,Pass,2.18,Sea,Route_A,980.07
cosmetics,8640500,13.69,36.0,48.0,6946.32,Unknown,6.0,4.0,64.0,3.0,Carrier B,5.14,Supplier 2,Kolkata,24.0,165.0,20.0,62.58,Fail,4.45,Sea,Route_B,697.53
